words,pos,chunk,labels,sentence_id
companies,_,O,O,286
and,_,O,O,286
their,_,O,O,286
stakeholders,_,O,B-THE,286
.,_,O,O,286
Nevertheless,_,O,O,286
",",_,O,O,286
there,_,O,O,286
is,_,O,O,286
still,_,O,O,286
little,_,O,O,286
guidance,_,O,O,286
as,_,O,O,286
to,_,O,O,286
how,_,O,O,286
companies,_,O,O,286
can,_,O,O,286
implement,_,O,O,286
CSR,_,O,B-THE,286
activity,_,O,I-THE,286
in,_,O,O,286
order,_,O,O,286
to,_,O,O,286
maximize,_,O,O,286
returns,_,O,O,286
to,_,O,O,286
CSR,_,O,B-THE,286
investment,_,O,I-THE,286
.,_,O,O,286
Theorists,_,O,O,286
have,_,O,O,286
identified,_,O,O,286
many,_,O,O,286
company-favoring,_,O,O,286
outcomes,_,O,B-THE,286
of,_,O,I-THE,286
CSR,_,O,I-THE,286
;,_,O,O,286
yet,_,O,O,286
there,_,O,O,286
is,_,O,O,286
a,_,O,O,286
dearth,_,O,O,286
of,_,O,O,286
research,_,O,O,286
on,_,O,O,286
the,_,O,O,286
psychological,_,O,O,286
mechanisms,_,O,O,286
that,_,O,O,286
drive,_,O,O,286
stakeholder,_,O,B-THE,286
responses,_,O,I-THE,286
to,_,O,I-THE,286
CSR,_,O,I-THE,286
activity,_,O,I-THE,286
.,_,O,O,286
Borrowing,_,O,O,286
from,_,O,O,286
the,_,O,O,286
literatures,_,O,O,286
on,_,O,O,286
means-end,_,O,B-THE,286
chains,_,O,I-THE,286
and,_,O,O,286
relationship,_,O,B-THE,286
marketing,_,O,I-THE,286
",",_,O,O,286
we,_,O,O,286
propose,_,O,O,286
a,_,O,O,286
conceptual,_,O,O,286
model,_,O,O,286
that,_,O,O,286
explains,_,O,O,286
how,_,O,O,286
CSR,_,O,B-THE,286
provides,_,O,O,286
individual,_,O,O,286
stakeholders,_,O,B-THE,286
with,_,O,O,286
numerous,_,O,O,286
benefits,_,O,O,286
(,_,O,O,286
functional,_,O,O,286
",",_,O,O,286
psychosocial,_,O,O,286
",",_,O,O,286
and,_,O,O,286
values,_,O,O,286
),_,O,O,286
and,_,O,O,286
how,_,O,O,286
the,_,O,O,286
type,_,O,O,286
and,_,O,O,286
extent,_,O,O,286
to,_,O,O,286
which,_,O,O,286
a,_,O,O,286
stakeholder,_,O,B-THE,286
derives,_,O,O,286
these,_,O,O,286
benefits,_,O,O,286
from,_,O,O,286
CSR,_,O,B-THE,286
initiatives,_,O,I-THE,286
influences,_,O,O,286
the,_,O,O,286
quality,_,O,O,286
of,_,O,O,286
the,_,O,O,286
relationship,_,O,O,286
between,_,O,O,286
the,_,O,O,286
stakeholder,_,O,B-THE,286
and,_,O,O,286
the,_,O,O,286
company,_,O,O,286
.,_,O,O,286
The,_,O,O,286
paper,_,O,O,286
discusses,_,O,O,286
the,_,O,O,286
implications,_,O,O,286
of,_,O,O,286
these,_,O,O,286
insights,_,O,O,286
and,_,O,O,286
highlights,_,O,O,286
a,_,O,O,286
number,_,O,O,286
of,_,O,O,286
areas,_,O,O,286
for,_,O,O,286
future,_,O,O,286
research,_,O,O,286
.,_,O,O,286
©,_,O,O,286
2008,_,O,O,286
Springer,_,O,O,286
Science,_,O,O,286
+,_,O,O,286
Business,_,O,O,286
Media,_,O,O,286
B.V,_,O,O,286
.,_,O,O,286
This,_,O,O,287
study,_,O,O,287
examines,_,O,O,287
the,_,O,O,287
impact,_,O,O,287
of,_,O,O,287
a,_,O,O,287
social,_,O,B-THE,287
desirability,_,O,I-THE,287
response,_,O,I-THE,287
bias,_,O,I-THE,287
as,_,O,O,287
a,_,O,O,287
personality,_,O,B-THE,287
characteristic,_,O,I-THE,287
(,_,O,I-THE,287
self-deception,_,O,I-THE,287
and,_,O,I-THE,287
impression,_,O,I-THE,287
management,_,O,I-THE,287
),_,O,I-THE,287
and,_,O,O,287
as,_,O,O,287
an,_,O,O,287
item,_,O,B-THE,287
characteristic,_,O,I-THE,287
(,_,O,I-THE,287
perceived,_,O,I-THE,287
desirability,_,O,I-THE,287
of,_,O,I-THE,287
the,_,O,I-THE,287
behavior,_,O,I-THE,287
),_,O,I-THE,287
on,_,O,O,287
self-reported,_,O,B-THE,287
ethical,_,O,I-THE,287
conduct,_,O,I-THE,287
.,_,O,O,287
Findings,_,O,O,287
from,_,O,O,287
a,_,O,O,287
sample,_,O,O,287
of,_,O,O,287
college,_,O,O,287
students,_,O,O,287
revealed,_,O,O,287
that,_,O,O,287
self-reported,_,O,B-THE,287
ethical,_,O,I-THE,287
conduct,_,O,I-THE,287
is,_,O,O,287
associated,_,O,O,287
with,_,O,O,287
both,_,O,O,287
personality,_,O,B-THE,287
and,_,O,I-THE,287
item,_,O,I-THE,287
characteristics,_,O,I-THE,287
",",_,O,O,287
with,_,O,O,287
perceived,_,O,B-THE,287
desirability,_,O,I-THE,287
of,_,O,I-THE,287
behavior,_,O,I-THE,287
having,_,O,O,287
the,_,O,O,287
greatest,_,O,O,287
influence,_,O,O,287
on,_,O,O,287
self-reported,_,O,B-THE,287
conduct,_,O,I-THE,287
.,_,O,O,287
Implications,_,O,O,287
for,_,O,O,287
research,_,O,O,287
in,_,O,O,287
business,_,O,O,287
ethics,_,O,O,287
are,_,O,O,287
drawn,_,O,O,287
",",_,O,O,287
and,_,O,O,287
suggestions,_,O,O,287
are,_,O,O,287
offered,_,O,O,287
for,_,O,O,287
reducing,_,O,O,287
the,_,O,O,287
effects,_,O,O,287
of,_,O,O,287
a,_,O,O,287
socially,_,O,B-THE,287
desirable,_,O,I-THE,287
response,_,O,I-THE,287
bias,_,O,I-THE,287
.,_,O,O,287
©,_,O,O,287
1991,_,O,O,287
Kluwer,_,O,O,287
Academic,_,O,O,287
Publishers,_,O,O,287
.,_,O,O,287
This,_,O,O,288
paper,_,O,O,288
analyzes,_,O,O,288
the,_,O,O,288
determinants,_,O,O,288
of,_,O,O,288
corporate,_,O,B-THE,288
reputation,_,O,I-THE,288
within,_,O,O,288
a,_,O,O,288
sample,_,O,O,288
of,_,O,O,288
large,_,O,O,288
UK,_,O,O,288
companies,_,O,O,288
drawn,_,O,O,288
from,_,O,O,288
a,_,O,O,288
diverse,_,O,O,288
range,_,O,O,288
of,_,O,O,288
industries,_,O,O,288
.,_,O,O,288
We,_,O,O,288
pay,_,O,O,288
particular,_,O,O,288
attention,_,O,O,288
to,_,O,O,288
the,_,O,O,288
role,_,O,O,288
that,_,O,O,288
philanthropic,_,O,B-THE,288
expenditures,_,O,I-THE,288
and,_,O,I-THE,288
policies,_,O,I-THE,288
may,_,O,O,288
play,_,O,O,288
in,_,O,O,288
shaping,_,O,O,288
the,_,O,O,288
perceptions,_,O,B-THE,288
of,_,O,I-THE,288
companies,_,O,I-THE,288
among,_,O,O,288
their,_,O,O,288
stakeholders,_,O,B-THE,288
.,_,O,O,288
Our,_,O,O,288
findings,_,O,O,288
highlight,_,O,O,288
that,_,O,O,288
companies,_,O,O,288
which,_,O,O,288
make,_,O,O,288
higher,_,O,O,288
levels,_,O,O,288
of,_,O,O,288
philanthropic,_,O,B-THE,288
expenditures,_,O,I-THE,288
have,_,O,O,288
better,_,O,B-THE,288
reputations,_,O,I-THE,288
and,_,O,O,288
that,_,O,O,288
this,_,O,O,288
effect,_,O,O,288
varies,_,O,O,288
significantly,_,O,O,288
across,_,O,O,288
industries,_,O,O,288
.,_,O,O,288
Given,_,O,O,288
that,_,O,O,288
reputational,_,O,O,288
indices,_,O,O,288
tend,_,O,O,288
to,_,O,O,288
reflect,_,O,O,288
the,_,O,O,288
financial,_,O,B-THE,288
performance,_,O,I-THE,288
of,_,O,I-THE,288
organizations,_,O,I-THE,288
above,_,O,O,288
other,_,O,O,288
factors,_,O,O,288
(,_,O,O,288
Fryxell,_,O,O,288
",",_,O,O,288
G,_,O,O,288
.,_,O,O,288
E,_,O,O,288
.,_,O,O,288
and,_,O,O,288
J,_,O,O,288
.,_,O,O,288
Wang,_,O,O,288
:,_,O,O,288
1994,_,O,O,288
",",_,O,O,288
Journal,_,O,O,288
of,_,O,O,288
Management,_,O,O,288
20,_,O,O,288
",",_,O,O,288
1,_,O,O,288
-,_,O,O,288
14,_,O,O,288
),_,O,O,288
and,_,O,O,288
that,_,O,O,288
elements,_,O,O,288
of,_,O,O,288
the,_,O,O,288
literature,_,O,O,288
emphasise,_,O,O,288
that,_,O,O,288
discretionary,_,O,O,288
aspects,_,O,O,288
of,_,O,O,288
social,_,O,B-THE,288
responsibility,_,O,I-THE,288
",",_,O,O,288
including,_,O,O,288
corporate,_,O,B-THE,288
donations,_,O,I-THE,288
",",_,O,O,288
may,_,O,O,288
not,_,O,O,288
be,_,O,O,288
in,_,O,O,288
the,_,O,O,288
financial,_,O,B-THE,288
interests,_,O,I-THE,288
of,_,O,I-THE,288
organizations,_,O,I-THE,288
(,_,O,O,288
e.g,_,O,O,288
.,_,O,O,288
Friedman,_,O,O,288
",",_,O,O,288
M,_,O,O,288
.,_,O,O,288
:,_,O,O,288
1970,_,O,O,288
",",_,O,O,288
",",_,O,O,288
New,_,O,O,288
York,_,O,O,288
Times,_,O,O,288
Magazine,_,O,O,288
",",_,O,O,288
September,_,O,O,288
13,_,O,O,288
),_,O,O,288
",",_,O,O,288
this,_,O,O,288
is,_,O,O,288
a,_,O,O,288
significant,_,O,O,288
finding,_,O,O,288
.,_,O,O,288
It,_,O,O,288
suggests,_,O,O,288
that,_,O,O,288
philanthropic,_,O,B-THE,288
expenditures,_,O,I-THE,288
may,_,O,O,288
play,_,O,O,288
a,_,O,O,288
significant,_,O,O,288
role,_,O,O,288
in,_,O,O,288
stakeholder,_,O,B-THE,288
management,_,O,I-THE,288
and,_,O,O,288
may,_,O,O,288
",",_,O,O,288
in,_,O,O,288
particular,_,O,O,288
",",_,O,O,288
lead,_,O,O,288
to,_,O,B-THE,288
stakeholders,_,O,O,288
holding,_,O,O,288
more,_,O,O,288
positive,_,O,O,288
impressions,_,O,B-THE,288
of,_,O,I-THE,288
philanthropic,_,O,I-THE,288
corporations,_,O,I-THE,288
.,_,O,O,288
©,_,O,O,288
Springer,_,O,O,288
2005,_,O,O,288
.,_,O,O,288
A,_,O,O,289
growing,_,O,O,289
number,_,O,O,289
of,_,O,O,289
studies,_,O,O,289
have,_,O,O,289
investigated,_,O,O,289
the,_,O,O,289
various,_,O,O,289
dimensions,_,O,O,289
of,_,O,O,289
corporate,_,O,B-THE,289
social,_,O,I-THE,289
responsibility,_,O,I-THE,289
(,_,O,I-THE,289
CSR,_,O,I-THE,289
),_,O,I-THE,289
in,_,O,O,289
the,_,O,O,289
literature,_,O,O,289
.,_,O,O,289
However,_,O,O,289
",",_,O,O,289
relatively,_,O,O,289
few,_,O,O,289
studies,_,O,O,289
have,_,O,O,289
considered,_,O,O,289
its,_,O,O,289
impacts,_,O,O,289
on,_,O,O,289
employees,_,O,O,289
.,_,O,O,289
The,_,O,O,289
purpose,_,O,O,289
of,_,O,O,289
this,_,O,O,289
study,_,O,O,289
is,_,O,O,289
to,_,O,O,289
analyze,_,O,O,289
how,_,O,O,289
CSR,_,O,B-THE,289
affects,_,O,O,289
the,_,O,O,289
organizational,_,O,B-THE,289
commitment,_,O,I-THE,289
of,_,O,I-THE,289
employees,_,O,I-THE,289
based,_,O,O,289
on,_,O,O,289
the,_,O,O,289
social,_,O,B-THE,289
identity,_,O,I-THE,289
theory,_,O,O,289
(,_,O,B-THE,289
SIT,_,O,I-THE,289
),_,O,I-THE,289
.,_,O,O,289
The,_,O,O,289
proposed,_,O,O,289
model,_,O,O,289
was,_,O,O,289
tested,_,O,O,289
on,_,O,O,289
a,_,O,O,289
sample,_,O,O,289
of,_,O,O,289
269,_,O,O,289
business,_,O,O,289
professionals,_,O,O,289
working,_,O,O,289
in,_,O,O,289
Turkey,_,O,O,289
.,_,O,O,289
The,_,O,O,289
findings,_,O,O,289
of,_,O,O,289
the,_,O,O,289
study,_,O,O,289
revealed,_,O,O,289
that,_,O,O,289
CSR,_,O,B-THE,289
to,_,O,O,289
social,_,O,B-THE,289
and,_,O,I-THE,289
non-social,_,O,I-THE,289
stakeholders,_,O,I-THE,289
",",_,O,O,289
employees,_,O,B-THE,289
",",_,O,O,289
and,_,O,O,289
customers,_,O,B-THE,289
were,_,O,O,289
the,_,O,O,289
significant,_,O,O,289
predictors,_,O,O,289
of,_,O,O,289
organizational,_,O,B-THE,289
commitment,_,O,I-THE,289
.,_,O,O,289
However,_,O,O,289
",",_,O,O,289
there,_,O,O,289
was,_,O,O,289
no,_,O,O,289
link,_,O,O,289
between,_,O,O,289
CSR,_,O,B-THE,289
to,_,O,O,289
government,_,O,O,289
and,_,O,O,289
the,_,O,O,289
commitment,_,O,B-THE,289
level,_,O,I-THE,289
of,_,O,I-THE,289
employees,_,O,I-THE,289
.,_,O,O,289
©,_,O,O,289
Springer,_,O,O,289
Science,_,O,O,289
+,_,O,O,289
Business,_,O,O,289
Media,_,O,O,289
B.V,_,O,O,289
.,_,O,O,289
2008,_,O,O,289
.,_,O,O,289
Stakeholder,_,O,B-THE,290
theory,_,O,O,290
provides,_,O,O,290
a,_,O,O,290
framework,_,O,O,290
for,_,O,O,290
investigating,_,O,O,290
the,_,O,O,290
relationship,_,O,O,290
between,_,O,O,290
corporate,_,O,B-THE,290
social,_,O,I-THE,290
performance,_,O,I-THE,290
(,_,O,I-THE,290
CSP,_,O,I-THE,290
),_,O,I-THE,290
and,_,O,O,290
corporate,_,O,B-THE,290
financial,_,O,I-THE,290
performance,_,O,I-THE,290
.,_,O,O,290
This,_,O,O,290
relationship,_,O,O,290
is,_,O,O,290
investigated,_,O,O,290
by,_,O,O,290
examining,_,O,O,290
how,_,O,O,290
change,_,O,O,290
in,_,O,O,290
CSP,_,O,B-THE,290
is,_,O,O,290
related,_,O,O,290
to,_,O,O,290
change,_,O,O,290
in,_,O,O,290
financial,_,O,B-THE,290
accounting,_,O,I-THE,290
measures,_,O,I-THE,290
.,_,O,O,290
The,_,O,O,290
findings,_,O,O,290
provide,_,O,O,290
some,_,O,O,290
support,_,O,O,290
for,_,O,O,290
a,_,O,O,290
tenet,_,O,O,290
in,_,O,O,290
stakeholder,_,O,B-THE,290
theory,_,O,O,290
which,_,O,O,290
asserts,_,O,O,290
that,_,O,O,290
the,_,O,O,290
dominant,_,O,O,290
stakeholder,_,O,B-THE,290
group,_,O,I-THE,290
",",_,O,O,290
shareholders,_,O,B-THE,290
",",_,O,O,290
financially,_,O,O,290
benefit,_,O,O,290
when,_,O,O,290
management,_,O,O,290
meets,_,O,O,290
the,_,O,O,290
demands,_,O,B-THE,290
of,_,O,I-THE,290
multiple,_,O,I-THE,290
stakeholders,_,O,I-THE,290
.,_,O,O,290
Specifically,_,O,O,290
",",_,O,O,290
change,_,O,B-THE,290
in,_,O,I-THE,290
CSP,_,O,I-THE,290
was,_,O,O,290
positively,_,O,O,290
associated,_,O,O,290
with,_,O,O,290
growth,_,O,B-THE,290
in,_,O,I-THE,290
sales,_,O,I-THE,290
for,_,O,O,290
the,_,O,O,290
current,_,O,O,290
and,_,O,O,290
subsequent,_,O,O,290
year,_,O,O,290
.,_,O,O,290
This,_,O,O,290
indicates,_,O,O,290
that,_,O,O,290
there,_,O,O,290
are,_,O,O,290
short-term,_,O,O,290
benefits,_,O,O,290
from,_,O,O,290
improving,_,O,O,290
CSP,_,O,B-THE,290
.,_,O,O,290
Return,_,O,B-THE,290
on,_,O,I-THE,290
sales,_,O,I-THE,290
was,_,O,O,290
significantly,_,O,O,290
positively,_,O,O,290
related,_,O,O,290
to,_,O,O,290
change,_,O,B-THE,290
in,_,O,I-THE,290
CSP,_,O,I-THE,290
for,_,O,O,290
the,_,O,O,290
third,_,O,O,290
financial,_,O,O,290
period,_,O,O,290
",",_,O,O,290
indicating,_,O,O,290
that,_,O,O,290
long-term,_,O,O,290
financial,_,O,B-THE,290
benefits,_,O,I-THE,290
may,_,O,O,290
exist,_,O,O,290
when,_,O,O,290
CSP,_,O,B-THE,290
is,_,O,O,290
improved,_,O,O,290
.,_,O,O,290
Corporate,_,O,B-THE,290
reputation,_,O,I-THE,290
is,_,O,O,290
an,_,O,O,290
intangible,_,O,O,290
asset,_,O,O,290
that,_,O,O,290
is,_,O,O,290
related,_,O,O,290
to,_,O,O,290
marketing,_,O,B-THE,290
and,_,O,I-THE,290
financial,_,O,I-THE,290
performance,_,O,I-THE,290
.,_,O,O,290
The,_,O,O,290
social,_,O,B-THE,290
",",_,O,I-THE,290
economic,_,O,I-THE,290
",",_,O,I-THE,290
and,_,O,I-THE,290
global,_,O,I-THE,290
environment,_,O,I-THE,290
of,_,O,O,290
the,_,O,O,290
1990,_,O,O,290
',_,O,O,290
s,_,O,O,290
has,_,O,O,290
resulted,_,O,O,290
in,_,O,O,290
environmental,_,O,B-THE,290
performance,_,O,I-THE,290
becoming,_,O,O,290
an,_,O,O,290
increasingly,_,O,O,290
important,_,O,O,290
component,_,O,O,290
of,_,O,O,290
a,_,O,O,290
company's,_,O,B-THE,290
reputation,_,O,I-THE,290
.,_,O,O,290
This,_,O,O,290
paper,_,O,O,290
explores,_,O,O,290
the,_,O,O,290
relationship,_,O,O,290
between,_,O,O,290
reputation,_,O,B-THE,290
",",_,O,O,290
environmental,_,O,B-THE,290
performance,_,O,I-THE,290
",",_,O,O,290
and,_,O,O,290
financial,_,O,B-THE,290
performance,_,O,I-THE,290
",",_,O,O,290
and,_,O,O,290
looks,_,O,O,290
at,_,O,O,290
the,_,O,O,290
contingencies,_,O,O,290
that,_,O,O,290
impact,_,O,O,290
environmental,_,O,B-THE,290
policy,_,O,I-THE,290
making,_,O,I-THE,290
.,_,O,O,290
Using,_,O,O,290
traditional,_,O,O,290
meta-analytic,_,O,O,290
techniques,_,O,O,290
",",_,O,O,290
we,_,O,O,290
compile,_,O,O,290
relevant,_,O,O,290
research,_,O,O,290
to,_,O,O,290
enhance,_,O,O,290
conceptual,_,O,O,290
appreciation,_,O,O,290
of,_,O,O,290
ethical,_,O,B-THE,290
climate,_,O,I-THE,290
theory,_,O,O,290
(,_,O,B-THE,290
ECT,_,O,I-THE,290
),_,O,I-THE,290
as,_,O,O,290
it,_,O,O,290
has,_,O,O,290
been,_,O,O,290
studied,_,O,O,290
in,_,O,O,290
the,_,O,O,290
descriptive,_,O,O,290
and,_,O,O,290
applied,_,O,O,290
ethics,_,O,O,290
literature,_,O,O,290
.,_,O,O,290
We,_,O,O,290
explore,_,O,O,290
the,_,O,O,290
various,_,O,O,290
treatments,_,O,O,290
of,_,O,O,290
ethical,_,O,B-THE,290
climate,_,O,I-THE,290
to,_,O,O,290
understand,_,O,O,290
how,_,O,O,290
the,_,O,O,290
theoretical,_,O,O,290
framework,_,O,O,290
has,_,O,O,290
developed,_,O,O,290
.,_,O,O,290
Furthermore,_,O,O,290
",",_,O,O,290
we,_,O,O,290
provide,_,O,O,290
a,_,O,O,290
comprehensive,_,O,O,290
picture,_,O,O,290
of,_,O,O,290
how,_,O,O,290
the,_,O,O,290
theory,_,O,O,290
has,_,O,O,290
been,_,O,O,290
extended,_,O,O,290
by,_,O,O,290
describing,_,O,O,290
the,_,O,O,290
individual-level,_,O,B-THE,290
work,_,O,I-THE,290
climate,_,O,I-THE,290
outcomes,_,O,I-THE,290
commonly,_,O,O,290
studied,_,O,O,290
in,_,O,O,290
this,_,O,O,290
theoretical,_,O,O,290
context,_,O,O,290
.,_,O,O,290
Meta-analysis,_,O,O,290
allows,_,O,O,290
us,_,O,O,290
to,_,O,O,290
resolve,_,O,O,290
inconsistencies,_,O,O,290
in,_,O,O,290
previous,_,O,O,290
findings,_,O,O,290
as,_,O,O,290
well,_,O,O,290
as,_,O,O,290
confirm,_,O,O,290
the,_,O,O,290
central,_,O,O,290
tenets,_,O,O,290
of,_,O,O,290
the,_,O,O,290
overall,_,O,O,290
ethical,_,O,B-THE,290
climate,_,O,I-THE,290
framework,_,O,I-THE,290
.,_,O,O,290
In,_,O,O,290
addition,_,O,O,290
",",_,O,O,290
we,_,O,O,290
consider,_,O,O,290
the,_,O,O,290
ethical,_,O,B-THE,290
climate,_,O,I-THE,290
relationships,_,O,I-THE,290
in,_,O,O,290
the,_,O,O,290
larger,_,O,O,290
context,_,O,O,290
of,_,O,O,290
the,_,O,O,290
theoretical,_,O,O,290
framework,_,O,O,290
",",_,O,O,290
using,_,O,O,290
path,_,O,O,290
analysis,_,O,O,290
to,_,O,O,290
test,_,O,O,290
the,_,O,O,290
structural,_,O,B-THE,290
relationships,_,O,I-THE,290
.,_,O,O,290
Overall,_,O,O,290
",",_,O,O,290
our,_,O,O,290
results,_,O,O,290
provide,_,O,O,290
evidence,_,O,O,290
of,_,O,O,290
the,_,O,O,290
relationships,_,O,O,290
between,_,O,O,290
ethical,_,O,B-THE,290
climate,_,O,I-THE,290
perceptions,_,O,I-THE,290
and,_,O,O,290
individual-level,_,O,B-THE,290
work,_,O,I-THE,290
outcomes,_,O,I-THE,290
.,_,O,O,290
Based,_,O,O,290
on,_,O,O,290
our,_,O,O,290
analyses,_,O,O,290
",",_,O,O,290
we,_,O,O,290
offer,_,O,O,290
future,_,O,O,290
research,_,O,O,290
directions,_,O,O,290
important,_,O,O,290
for,_,O,O,290
further,_,O,O,290
development,_,O,O,290
of,_,O,O,290
ECT,_,O,B-THE,290
.,_,O,O,290
©,_,O,O,290
Springer,_,O,O,290
2006,_,O,O,290
.,_,O,O,290
In,_,O,O,291
spite,_,O,O,291
of,_,O,O,291
extensive,_,O,O,291
research,_,O,O,291
on,_,O,O,291
corporate,_,O,B-THE,291
social,_,O,I-THE,291
responsibility,_,O,I-THE,291
(,_,O,I-THE,291
CSR,_,O,I-THE,291
),_,O,I-THE,291
and,_,O,O,291
its,_,O,O,291
link,_,O,O,291
with,_,O,O,291
economic,_,O,B-THE,291
and,_,O,I-THE,291
social,_,O,I-THE,291
performance,_,O,I-THE,291
",",_,O,O,291
few,_,O,O,291
studies,_,O,O,291
have,_,O,O,291
investigated,_,O,O,291
the,_,O,O,291
institutional,_,O,B-THE,291
determinants,_,O,I-THE,291
of,_,O,I-THE,291
CSR,_,O,I-THE,291
.,_,O,O,291
This,_,O,O,291
article,_,O,O,291
draws,_,O,O,291
upon,_,O,O,291
neo-institutional,_,O,B-THE,291
theory,_,O,O,291
and,_,O,O,291
comparative,_,O,O,291
institutional,_,O,O,291
analysis,_,O,O,291
to,_,O,O,291
compare,_,O,O,291
the,_,O,O,291
influence,_,O,O,291
of,_,O,O,291
different,_,O,O,291
institutional,_,O,B-THE,291
environments,_,O,I-THE,291
on,_,O,O,291
CSR,_,O,B-THE,291
policies,_,O,I-THE,291
of,_,O,O,291
European,_,O,O,291
firms,_,O,O,291
.,_,O,O,291
On,_,O,O,291
the,_,O,O,291
basis,_,O,O,291
of,_,O,O,291
a,_,O,O,291
dataset,_,O,O,291
of,_,O,O,291
European,_,O,O,291
firms,_,O,O,291
",",_,O,O,291
we,_,O,O,291
find,_,O,O,291
that,_,O,O,291
firms,_,O,O,291
from,_,O,O,291
the,_,O,O,291
more,_,O,O,291
liberal,_,O,B-THE,291
market,_,O,I-THE,291
economies,_,O,I-THE,291
of,_,O,O,291
the,_,O,O,291
Anglo-Saxon,_,O,O,291
countries,_,O,O,291
score,_,O,O,291
higher,_,O,O,291
on,_,O,O,291
most,_,O,O,291
dimensions,_,O,O,291
of,_,O,O,291
CSR,_,O,B-THE,291
than,_,O,O,291
firms,_,O,O,291
in,_,O,O,291
the,_,O,O,291
more,_,O,O,291
coordinated,_,O,B-THE,291
market,_,O,I-THE,291
economies,_,O,I-THE,291
(,_,O,I-THE,291
CMEs,_,O,I-THE,291
),_,O,I-THE,291
in,_,O,O,291
Continental,_,O,O,291
Europe,_,O,O,291
.,_,O,O,291
This,_,O,O,291
result,_,O,O,291
lends,_,O,O,291
support,_,O,O,291
to,_,O,O,291
the,_,O,O,291
view,_,O,O,291
of,_,O,O,291
voluntary,_,O,B-THE,291
CSR,_,O,I-THE,291
practices,_,O,I-THE,291
in,_,O,O,291
liberal,_,O,B-THE,291
economies,_,O,I-THE,291
as,_,O,O,291
being,_,O,O,291
a,_,O,O,291
substitute,_,O,O,291
for,_,O,O,291
institutionalized,_,O,O,291
forms,_,O,O,291
of,_,O,O,291
stakeholder,_,O,B-THE,291
participation,_,O,I-THE,291
.,_,O,O,291
Meanwhile,_,O,O,291
",",_,O,O,291
CSR,_,O,B-THE,291
tends,_,O,O,291
not,_,O,O,291
to,_,O,O,291
mirror,_,O,O,291
more,_,O,O,291
institutionalized,_,O,O,291
forms,_,O,O,291
of,_,O,O,291
stakeholder,_,O,B-THE,291
coordination,_,O,I-THE,291
.,_,O,O,291
Instead,_,O,O,291
",",_,O,O,291
in,_,O,O,291
CMEs,_,O,B-THE,291
",",_,O,O,291
CSR,_,O,B-THE,291
often,_,O,O,291
takes,_,O,O,291
on,_,O,O,291
more,_,O,O,291
implicit,_,O,O,291
forms,_,O,O,291
.,_,O,O,291
Our,_,O,O,291
analysis,_,O,O,291
also,_,O,O,291
shows,_,O,O,291
that,_,O,O,291
national,_,O,O,291
institutional,_,O,O,291
and,_,O,O,291
sectoral-level,_,O,O,291
factors,_,O,O,291
have,_,O,O,291
an,_,O,O,291
asymmetric,_,O,O,291
effect,_,O,O,291
-,_,O,O,291
strongly,_,O,O,291
influencing,_,O,O,291
the,_,O,O,291
likelihood,_,O,O,291
of,_,O,O,291
firms,_,O,B-THE,291
adopting,_,O,I-THE,291
',_,O,I-THE,291
minimum,_,O,I-THE,291
standards,_,O,I-THE,291
',_,O,I-THE,291
of,_,O,I-THE,291
CSR,_,O,I-THE,291
",",_,O,O,291
but,_,O,O,291
having,_,O,O,291
little,_,O,O,291
influence,_,O,O,291
on,_,O,O,291
the,_,O,O,291
adoption,_,O,O,291
of,_,O,O,291
',_,O,O,291
best,_,O,O,291
practices,_,O,O,291
',_,O,O,291
.,_,O,O,291
©,_,O,O,291
2009,_,O,O,291
Springer,_,O,O,291
Science,_,O,O,291
+,_,O,O,291
Business,_,O,O,291
Media,_,O,O,291
B.V,_,O,O,291
.,_,O,O,291
The,_,O,O,292
impact,_,O,O,292
of,_,O,O,292
smaller,_,O,B-THE,292
firm,_,O,I-THE,292
size,_,O,I-THE,292
on,_,O,O,292
corporate,_,O,B-THE,292
social,_,O,I-THE,292
responsibility,_,O,I-THE,292
(,_,O,I-THE,292
CSR,_,O,I-THE,292
),_,O,I-THE,292
is,_,O,O,292
ambiguous,_,O,O,292
.,_,O,O,292
Some,_,O,O,292
contend,_,O,O,292
that,_,O,O,292
small,_,O,O,292
businesses,_,O,O,292
are,_,O,O,292
socially,_,O,B-THE,292
responsible,_,O,I-THE,292
by,_,O,O,292
nature,_,O,O,292
",",_,O,O,292
while,_,O,O,292
others,_,O,O,292
argue,_,O,O,292
that,_,O,O,292
a,_,O,O,292
smaller,_,O,B-THE,292
firm,_,O,I-THE,292
size,_,O,I-THE,292
imposes,_,O,O,292
barriers,_,O,O,292
on,_,O,O,292
small,_,O,O,292
firms,_,O,O,292
that,_,O,O,292
constrain,_,O,O,292
their,_,O,O,292
ability,_,O,O,292
to,_,O,B-THE,292
take,_,O,I-THE,292
responsible,_,O,I-THE,292
action,_,O,I-THE,292
.,_,O,O,292
This,_,O,O,292
paper,_,O,O,292
critically,_,O,O,292
analyses,_,O,O,292
recent,_,O,O,292
theoretical,_,O,O,292
and,_,O,O,292
empirical,_,O,O,292
contributions,_,O,O,292
on,_,O,O,292
the,_,O,O,292
size-social,_,O,B-THE,292
responsibility,_,O,I-THE,292
relationship,_,O,I-THE,292
among,_,O,O,292
small,_,O,O,292
businesses,_,O,O,292
.,_,O,O,292
More,_,O,O,292
specifically,_,O,O,292
",",_,O,O,292
it,_,O,O,292
