words,pos,chunk,labels,sentence_id
to,_,O,O,180
be,_,O,O,180
given,_,O,O,180
to,_,O,O,180
the,_,O,O,180
supplier,_,O,O,180
.,_,O,O,180
Finally,_,O,O,180
",",_,O,O,180
we,_,O,O,180
examine,_,O,O,180
whether,_,O,O,180
supplier,_,O,B-THE,180
involvement,_,O,I-THE,180
in,_,O,O,180
new,_,O,B-THE,180
product,_,O,I-THE,180
development,_,O,I-THE,180
can,_,O,O,180
produce,_,O,O,180
significant,_,O,O,180
improvements,_,O,O,180
in,_,O,O,180
financial,_,O,B-THE,180
returns,_,O,I-THE,180
and,_,O,O,180
/,_,O,O,180
or,_,O,O,180
product,_,O,B-THE,180
design,_,O,I-THE,180
performance,_,O,I-THE,180
.,_,O,O,180
We,_,O,O,180
test,_,O,O,180
these,_,O,O,180
proposed,_,O,O,180
relationships,_,O,O,180
using,_,O,O,180
survey,_,O,O,180
data,_,O,O,180
collected,_,O,O,180
from,_,O,O,180
a,_,O,O,180
group,_,O,O,180
of,_,O,O,180
global,_,O,O,180
organizations,_,O,O,180
and,_,O,O,180
find,_,O,O,180
support,_,O,O,180
for,_,O,O,180
the,_,O,O,180
relationships,_,O,O,180
based,_,O,O,180
on,_,O,O,180
the,_,O,O,180
results,_,O,O,180
of,_,O,O,180
a,_,O,O,180
multiple,_,O,O,180
regression,_,O,O,180
analysis,_,O,O,180
.,_,O,O,180
©,_,O,O,180
2004,_,O,O,180
Elsevier,_,O,O,180
B.V,_,O,O,180
.,_,O,O,180
All,_,O,O,180
rights,_,O,O,180
reserved,_,O,O,180
.,_,O,O,180
The,_,O,O,181
use,_,O,B-THE,181
of,_,O,I-THE,181
field-based,_,O,I-THE,181
empirical,_,O,I-THE,181
methodologies,_,O,I-THE,181
in,_,O,O,181
the,_,O,O,181
production,_,O,B-THE,181
and,_,O,I-THE,181
operations,_,O,I-THE,181
management,_,O,I-THE,181
(,_,O,I-THE,181
POM,_,O,I-THE,181
),_,O,I-THE,181
area,_,O,O,181
has,_,O,O,181
been,_,O,O,181
steadily,_,O,O,181
increasing,_,O,O,181
over,_,O,O,181
the,_,O,O,181
past,_,O,O,181
several,_,O,O,181
years,_,O,O,181
.,_,O,O,181
One,_,O,O,181
of,_,O,O,181
the,_,O,O,181
most,_,O,O,181
prominent,_,O,O,181
among,_,O,O,181
these,_,O,O,181
is,_,O,O,181
the,_,O,O,181
survey,_,O,O,181
research,_,O,O,181
methodology,_,O,O,181
which,_,O,O,181
has,_,O,O,181
often,_,O,O,181
been,_,O,O,181
used,_,O,O,181
to,_,O,O,181
capture,_,O,O,181
data,_,O,O,181
from,_,O,O,181
business,_,O,O,181
organizations,_,O,O,181
.,_,O,O,181
However,_,O,O,181
",",_,O,O,181
to,_,O,O,181
effectively,_,O,O,181
contribute,_,O,O,181
to,_,O,O,181
theory,_,O,O,181
development,_,O,O,181
in,_,O,O,181
the,_,O,O,181
POM,_,O,O,181
field,_,O,O,181
",",_,O,O,181
this,_,O,O,181
methodology,_,O,O,181
must,_,O,O,181
be,_,O,O,181
carefully,_,O,O,181
implemented,_,O,O,181
.,_,O,O,181
Poorly,_,O,O,181
designed,_,O,O,181
and,_,O,O,181
executed,_,O,O,181
survey,_,O,O,181
research,_,O,O,181
is,_,O,O,181
of,_,O,O,181
little,_,O,O,181
or,_,O,O,181
no,_,O,O,181
value,_,O,O,181
.,_,O,O,181
This,_,O,O,181
paper,_,O,O,181
attempts,_,O,O,181
to,_,O,O,181
provide,_,O,O,181
a,_,O,O,181
normative,_,O,B-THE,181
perspective,_,O,I-THE,181
on,_,O,I-THE,181
',_,O,I-THE,181
good,_,O,I-THE,181
survey,_,O,I-THE,181
research,_,O,I-THE,181
practices,_,O,I-THE,181
',_,O,O,181
.,_,O,O,181
In,_,O,O,181
doing,_,O,O,181
so,_,O,O,181
",",_,O,O,181
it,_,O,O,181
attempts,_,O,O,181
to,_,O,O,181
bridge,_,O,O,181
the,_,O,O,181
gap,_,O,O,181
between,_,O,O,181
survey,_,O,B-THE,181
research,_,O,I-THE,181
and,_,O,O,181
theory,_,O,B-THE,181
development,_,O,I-THE,181
.,_,O,O,181
The,_,O,O,181
paper,_,O,O,181
liberally,_,O,O,181
draws,_,O,O,181
from,_,O,O,181
work,_,O,O,181
in,_,O,O,181
other,_,O,O,181
social,_,O,O,181
science,_,O,O,181
disciplines,_,O,O,181
like,_,O,O,181
psychology,_,O,O,181
",",_,O,O,181
marketing,_,O,O,181
",",_,O,O,181
organizational,_,O,O,181
behavior,_,O,O,181
",",_,O,O,181
and,_,O,O,181
other,_,O,O,181
related,_,O,O,181
fields,_,O,O,181
that,_,O,O,181
are,_,O,O,181
more,_,O,O,181
mature,_,O,O,181
in,_,O,O,181
the,_,O,O,181
use,_,O,B-THE,181
of,_,O,I-THE,181
surveys,_,O,I-THE,181
",",_,O,O,181
and,_,O,O,181
applies,_,O,O,181
it,_,O,O,181
to,_,O,O,181
the,_,O,O,181
POM,_,O,B-THE,181
area,_,O,O,181
.,_,O,O,181
A,_,O,O,181
set,_,O,O,181
of,_,O,O,181
ideal,_,O,B-THE,181
survey,_,O,I-THE,181
research,_,O,I-THE,181
attributes,_,O,I-THE,181
are,_,O,O,181
identified,_,O,O,181
",",_,O,O,181
and,_,O,O,181
existing,_,O,O,181
POM,_,O,B-THE,181
survey,_,O,I-THE,181
work,_,O,I-THE,181
in,_,O,O,181
four,_,O,O,181
prestigious,_,O,O,181
academic,_,O,O,181
journals,_,O,O,181
is,_,O,O,181
evaluated,_,O,O,181
with,_,O,O,181
respect,_,O,O,181
to,_,O,O,181
these,_,O,O,181
attributes,_,O,O,181
.,_,O,O,181
Results,_,O,O,181
of,_,O,O,181
assessing,_,O,O,181
25,_,O,O,181
survey-based,_,O,O,181
articles,_,O,O,181
published,_,O,O,181
in,_,O,O,181
these,_,O,O,181
journals,_,O,O,181
between,_,O,O,181
1990,_,O,O,181
and,_,O,O,181
1995,_,O,O,181
indicate,_,O,O,181
that,_,O,O,181
both,_,O,O,181
exploratory,_,O,O,181
as,_,O,O,181
well,_,O,O,181
as,_,O,O,181
explanatory,_,O,B-THE,181
survey,_,O,I-THE,181
research,_,O,I-THE,181
is,_,O,O,181
being,_,O,O,181
conducted,_,O,O,181
",",_,O,O,181
with,_,O,O,181
current,_,O,O,181
emphasis,_,O,O,181
being,_,O,O,181
more,_,O,O,181
on,_,O,O,181
explanatory,_,O,B-THE,181
kind,_,O,O,181
of,_,O,O,181
research,_,O,O,181
.,_,O,O,181
In,_,O,O,181
order,_,O,O,181
to,_,O,O,181
move,_,O,O,181
the,_,O,O,181
field,_,O,O,181
forward,_,O,O,181
",",_,O,O,181
greater,_,O,O,181
attention,_,O,O,181
will,_,O,O,181
need,_,O,O,181
to,_,O,O,181
be,_,O,O,181
focused,_,O,O,181
on,_,O,O,181
employing,_,O,B-THE,181
multi-item,_,O,I-THE,181
constructs,_,O,I-THE,181
",",_,O,O,181
assessing,_,O,O,181
them,_,O,O,181
for,_,O,O,181
content,_,O,B-THE,181
validity,_,O,I-THE,181
",",_,O,O,181
and,_,O,O,181
purifying,_,O,O,181
them,_,O,O,181
through,_,O,O,181
field-based,_,O,B-THE,181
pretesting,_,O,I-THE,181
.,_,O,O,181
More,_,O,O,181
sophisticated,_,O,O,181
POM,_,O,B-THE,181
studies,_,O,O,181
in,_,O,O,181
the,_,O,O,181
future,_,O,O,181
would,_,O,O,181
have,_,O,O,181
to,_,O,O,181
aim,_,O,O,181
for,_,O,O,181
testing,_,O,O,181
theory,_,O,O,181
with,_,O,O,181
reliable,_,O,O,181
and,_,O,O,181
valid,_,O,O,181
scales,_,O,O,181
that,_,O,O,181
are,_,O,O,181
relatively,_,O,O,181
free,_,O,O,181
of,_,O,O,181
measurement,_,O,O,181
related,_,O,O,181
errors,_,O,O,181
.,_,O,O,181
It,_,O,O,181
is,_,O,O,181
hoped,_,O,O,181
that,_,O,O,181
this,_,O,O,181
work,_,O,O,181
will,_,O,O,181
act,_,O,O,181
as,_,O,O,181
a,_,O,O,181
catalyst,_,O,O,181
in,_,O,O,181
compressing,_,O,O,181
the,_,O,O,181
learning,_,O,O,181
curve,_,O,O,181
with,_,O,O,181
respect,_,O,O,181
to,_,O,O,181
survey,_,O,B-THE,181
research,_,O,I-THE,181
practices,_,O,I-THE,181
in,_,O,I-THE,181
POM,_,O,I-THE,181
",",_,O,O,181
and,_,O,O,181
also,_,O,O,181
accelerate,_,O,O,181
the,_,O,O,181
use,_,O,O,181
of,_,O,O,181
greater,_,O,O,181
methodological,_,O,O,181
rigor,_,O,O,181
in,_,O,O,181
future,_,O,O,181
empirical,_,O,O,181
studies,_,O,O,181
in,_,O,O,181
the,_,O,O,181
field,_,O,O,181
.,_,O,O,181
©,_,O,O,181
1998,_,O,O,181
Elsevier,_,O,O,181
Science,_,O,O,181
B.V,_,O,O,181
.,_,O,O,181
All,_,O,O,181
rights,_,O,O,181
reserved,_,O,O,181
.,_,O,O,181
Is,_,O,O,182
there,_,O,O,182
a,_,O,O,182
way,_,O,O,182
to,_,O,O,182
avoid,_,O,O,182
trading,_,O,B-THE,182
off,_,O,I-THE,182
one,_,O,I-THE,182
capability,_,O,I-THE,182
for,_,O,I-THE,182
another,_,O,I-THE,182
in,_,O,I-THE,182
manufacturing,_,O,I-THE,182
?,_,O,O,182
The,_,O,O,182
prevailing,_,O,O,182
wisdom,_,O,O,182
says,_,O,O,182
no,_,O,O,182
.,_,O,O,182
But,_,O,O,182
some,_,O,O,182
manufacturers,_,O,O,182
seem,_,O,O,182
to,_,O,O,182
have,_,O,O,182
been,_,O,O,182
able,_,O,O,182
to,_,O,O,182
defy,_,O,O,182
that,_,O,O,182
:,_,O,O,182
compared,_,O,O,182
to,_,O,O,182
their,_,O,O,182
competitors,_,O,O,182
",",_,O,O,182
they,_,O,O,182
have,_,O,O,182
better,_,O,O,182
quality,_,O,B-THE,182
",",_,O,O,182
are,_,O,O,182
more,_,O,O,182
dependable,_,O,B-THE,182
",",_,O,O,182
respond,_,O,B-THE,182
faster,_,O,I-THE,182
to,_,O,I-THE,182
changing,_,O,I-THE,182
market,_,O,I-THE,182
conditions,_,O,I-THE,182
and,_,O,O,182
in,_,O,O,182
spite,_,O,O,182
of,_,O,O,182
all,_,O,O,182
that,_,O,O,182
",",_,O,O,182
achieve,_,O,O,182
lower,_,O,O,182
costs,_,O,B-THE,182
.,_,O,O,182
How,_,O,O,182
can,_,O,O,182
this,_,O,O,182
be,_,O,O,182
explained,_,O,O,182
?,_,O,O,182
Our,_,O,O,182
aim,_,O,O,182
here,_,O,O,182
is,_,O,O,182
to,_,O,O,182
provide,_,O,O,182
an,_,O,O,182
explanation,_,O,O,182
.,_,O,O,182
We,_,O,O,182
contend,_,O,O,182
that,_,O,O,182
the,_,O,O,182
nature,_,O,O,182
of,_,O,O,182
the,_,O,O,182
trade-offs,_,O,B-THE,182
among,_,O,I-THE,182
manufacturing,_,O,I-THE,182
capabilities,_,O,I-THE,182
is,_,O,O,182
more,_,O,O,182
complex,_,O,O,182
than,_,O,O,182
has,_,O,O,182
been,_,O,O,182
assumed,_,O,O,182
.,_,O,O,182
Depending,_,O,O,182
on,_,O,O,182
the,_,O,O,182
approach,_,O,O,182
taken,_,O,O,182
for,_,O,O,182
developing,_,O,O,182
each,_,O,O,182
capability,_,O,B-THE,182
",",_,O,O,182
the,_,O,O,182
nature,_,O,B-THE,182
of,_,O,I-THE,182
the,_,O,I-THE,182
trade-offs,_,O,I-THE,182
change,_,O,I-THE,182
.,_,O,O,182
In,_,O,O,182
certain,_,O,O,182
cases,_,O,O,182
not,_,O,O,182
only,_,O,O,182
can,_,O,O,182
trade-offs,_,O,B-THE,182
be,_,O,O,182
avoided,_,O,O,182
altogether,_,O,O,182
",",_,O,O,182
but,_,O,O,182
in,_,O,O,182
fact,_,O,O,182
one,_,O,O,182
capability,_,O,B-THE,182
would,_,O,O,182
enhance,_,O,O,182
another,_,O,O,182
.,_,O,O,182
They,_,O,O,182
become,_,O,O,182
cumulative,_,O,O,182
.,_,O,O,182
Moreover,_,O,O,182
",",_,O,O,182
when,_,O,O,182
a,_,O,O,182
capability,_,O,B-THE,182
is,_,O,O,182
developed,_,O,O,182
in,_,O,O,182
this,_,O,O,182
way,_,O,O,182
",",_,O,O,182
it,_,O,O,182
is,_,O,O,182
likely,_,O,O,182
to,_,O,O,182
be,_,O,O,182
more,_,O,O,182
lasting,_,O,B-THE,182
and,_,O,O,182
less,_,O,O,182
fragile,_,O,B-THE,182
than,_,O,O,182
if,_,O,O,182
it,_,O,O,182
were,_,O,O,182
developed,_,O,O,182
at,_,O,O,182
the,_,O,O,182
expense,_,O,O,182
of,_,O,O,182
other,_,O,O,182
capabilities,_,O,O,182
.,_,O,O,182
We,_,O,O,182
go,_,O,O,182
on,_,O,O,182
to,_,O,O,182
suggest,_,O,O,182
a,_,O,O,182
model,_,O,O,182
which,_,O,O,182
shows,_,O,O,182
how,_,O,O,182
this,_,O,O,182
can,_,O,O,182
be,_,O,O,182
done,_,O,O,182
:,_,O,O,182
To,_,O,O,182
build,_,O,B-THE,182
cumulative,_,O,I-THE,182
and,_,O,I-THE,182
lasting,_,O,I-THE,182
manufacturing,_,O,I-THE,182
capability,_,O,I-THE,182
",",_,O,O,182
management,_,O,B-THE,182
attention,_,O,I-THE,182
and,_,O,I-THE,182
resources,_,O,I-THE,182
should,_,O,O,182
go,_,O,O,182
first,_,O,O,182
toward,_,O,O,182
enhancing,_,O,O,182
quality,_,O,B-THE,182
",",_,O,O,182
then-while,_,O,O,182
the,_,O,O,182
efforts,_,O,O,182
to,_,O,O,182
enhance,_,O,O,182
quality,_,O,B-THE,182
are,_,O,O,182
further,_,O,O,182
expanded-attention,_,O,B-THE,182
should,_,O,O,182
be,_,O,O,182
paid,_,O,O,182
to,_,O,O,182
improve,_,O,O,182
also,_,O,O,182
the,_,O,O,182
dependability,_,O,B-THE,182
of,_,O,I-THE,182
the,_,O,I-THE,182
production,_,O,I-THE,182
system,_,O,I-THE,182
",",_,O,O,182
then-and,_,O,O,182
again,_,O,O,182
while,_,O,O,182
efforts,_,O,O,182
on,_,O,O,182
the,_,O,O,182
previous,_,O,O,182
two,_,O,O,182
are,_,O,O,182
further,_,O,O,182
enhanced-production,_,O,B-THE,182
flexibility,_,O,I-THE,182
(,_,O,O,182
or,_,O,O,182
reaction,_,O,B-THE,182
speed,_,O,I-THE,182
),_,O,O,182
should,_,O,O,182
also,_,O,O,182
be,_,O,O,182
improved,_,O,O,182
",",_,O,O,182
and,_,O,O,182
finally,_,O,O,182
",",_,O,O,182
while,_,O,O,182
all,_,O,O,182
these,_,O,O,182
efforts,_,O,O,182
are,_,O,O,182
further,_,O,O,182
enlarged,_,O,O,182
",",_,O,O,182
direct,_,O,O,182
attention,_,O,O,182
can,_,O,O,182
be,_,O,O,182
paid,_,O,O,182
to,_,O,O,182
cost,_,O,B-THE,182
efficiency,_,O,I-THE,182
.,_,O,O,182
We,_,O,O,182
use,_,O,O,182
data,_,O,O,182
from,_,O,O,182
1988,_,O,O,182
European,_,O,O,182
Manufacturing,_,O,O,182
Futures,_,O,O,182
Survey,_,O,O,182
(,_,O,O,182
167,_,O,O,182
respondents,_,O,O,182
),_,O,O,182
to,_,O,O,182
test,_,O,O,182
and,_,O,O,182
illustrate,_,O,O,182
our,_,O,O,182
model,_,O,O,182
.,_,O,O,182
While,_,O,O,182
we,_,O,O,182
cannot,_,O,O,182
our,_,O,O,182
model,_,O,O,182
",",_,O,O,182
nevertheless,_,O,O,182
",",_,O,O,182
we,_,O,O,182
believe,_,O,O,182
there,_,O,O,182
is,_,O,O,182
enough,_,O,O,182
evidence,_,O,O,182
for,_,O,O,182
a,_,O,O,182
critical,_,O,O,182
reexamination,_,O,O,182
of,_,O,O,182
traditional,_,O,O,182
managerial,_,O,O,182
approaches,_,O,O,182
for,_,O,O,182
improving,_,O,O,182
manufacturing,_,O,B-THE,182
performance,_,O,I-THE,182
.,_,O,O,182
For,_,O,O,182
example,_,O,O,182
",",_,O,O,182
except,_,O,O,182
for,_,O,O,182
the,_,O,O,182
cases,_,O,O,182
when,_,O,O,182
there,_,O,O,182
are,_,O,O,182
obvious,_,O,O,182
slacks,_,O,B-THE,182
in,_,O,I-THE,182
the,_,O,I-THE,182
production,_,O,I-THE,182
system,_,O,I-THE,182
",",_,O,O,182
the,_,O,O,182
belief,_,O,O,182
that,_,O,O,182
costs,_,O,B-THE,182
can,_,O,O,182
come,_,O,O,182
down,_,O,O,182
quickly,_,O,O,182
and,_,O,O,182
lastingly,_,O,O,182
needs,_,O,O,182
to,_,O,O,182
be,_,O,O,182
questioned,_,O,O,182
.,_,O,O,182
Lasting,_,O,B-THE,182
cost,_,O,I-THE,182
efficiency,_,O,I-THE,182
in,_,O,I-THE,182
production,_,O,I-THE,182
can,_,O,O,182
be,_,O,O,182
achieved,_,O,O,182
only,_,O,O,182
through,_,O,O,182
improvements,_,O,B-THE,182
in,_,O,I-THE,182
other,_,O,I-THE,182
capabilities,_,O,I-THE,182
.,_,O,O,182
©,_,O,O,182
1990,_,O,O,182
.,_,O,O,182
Lean,_,O,B-THE,183
production,_,O,I-THE,183
not,_,O,O,183
only,_,O,O,183
successfully,_,O,O,183
challenged,_,O,O,183
the,_,O,O,183
accepted,_,O,O,183
mass,_,O,B-THE,183
production,_,O,I-THE,183
practices,_,O,I-THE,183
in,_,O,O,183
the,_,O,O,183
automotive,_,O,O,183
industry,_,O,O,183
",",_,O,O,183
significantly,_,O,O,183
shifting,_,O,O,183
the,_,O,O,183
trade-off,_,O,O,183
between,_,O,O,183
productivity,_,O,B-THE,183
and,_,O,O,183
quality,_,O,B-THE,183
",",_,O,O,183
but,_,O,O,183
it,_,O,O,183
also,_,O,O,183
led,_,O,O,183
to,_,O,O,183
a,_,O,O,183
rethinking,_,O,O,183
of,_,O,O,183
a,_,O,O,183
wide,_,O,O,183
range,_,O,O,183
of,_,O,O,183
manufacturing,_,O,O,183
and,_,O,O,183
service,_,O,O,183
operations,_,O,O,183
beyond,_,O,O,183
the,_,O,O,183
high-volume,_,O,B-THE,183
repetitive,_,O,I-THE,183
manufacturing,_,O,I-THE,183
environment,_,O,I-THE,183
.,_,O,O,183
The,_,O,O,183
book,_,O,O,183
',_,O,O,183
The,_,O,O,183
machine,_,O,O,183
that,_,O,O,183
changed,_,O,O,183
the,_,O,O,183
World,_,O,O,183
',_,O,O,183
that,_,O,O,183
introduced,_,O,O,183
the,_,O,O,183
term,_,O,O,183
',_,O,O,183
lean,_,O,B-THE,183
production,_,O,I-THE,183
',_,O,O,183
in,_,O,O,183
1990,_,O,O,183
has,_,O,O,183
become,_,O,O,183
one,_,O,O,183
of,_,O,O,183
the,_,O,O,183
most,_,O,O,183
widely,_,O,O,183
cited,_,O,O,183
references,_,O,O,183
in,_,O,O,183
operations,_,O,B-THE,183
management,_,O,I-THE,183
over,_,O,O,183
the,_,O,O,183
last,_,O,O,183
decade,_,O,O,183
.,_,O,O,183
Despite,_,O,O,183
the,_,O,O,183
fact,_,O,O,183
that,_,O,O,183
the,_,O,O,183
just-in-time,_,O,B-THE,183
(,_,O,I-THE,183
JIT,_,O,I-THE,183
),_,O,I-THE,183
manufacturing,_,O,I-THE,183
concept,_,O,O,183
had,_,O,O,183
been,_,O,O,183
known,_,O,O,183
for,_,O,O,183
almost,_,O,O,183
a,_,O,O,183
decade,_,O,O,183
prior,_,O,O,183
",",_,O,O,183
the,_,O,O,183
book,_,O,O,183
played,_,O,O,183
a,_,O,O,183
key,_,O,O,183
role,_,O,O,183
in,_,O,O,183
disseminating,_,O,O,183
the,_,O,O,183
concept,_,O,O,183
outside,_,O,O,183
of,_,O,O,183
Japan,_,O,O,183
.,_,O,O,183
While,_,O,O,183
the,_,O,O,183
technical,_,O,O,183
aspects,_,O,O,183
of,_,O,O,183
lean,_,O,B-THE,183
production,_,O,I-THE,183
have,_,O,O,183
been,_,O,O,183
widely,_,O,O,183
discussed,_,O,O,183
",",_,O,O,183
this,_,O,O,183
paper,_,O,O,183
sets,_,O,O,183
out,_,O,O,183
to,_,O,O,183
investigate,_,O,O,183
the,_,O,O,183
evolution,_,O,O,183
of,_,O,O,183
the,_,O,O,183
research,_,O,O,183
at,_,O,O,183
the,_,O,O,183
MIT,_,O,B-THE,183
International,_,O,I-THE,183
Motor,_,O,I-THE,183
Vehicle,_,O,I-THE,183
Program,_,O,I-THE,183
(,_,O,I-THE,183
IMVP,_,O,I-THE,183
),_,O,I-THE,183
that,_,O,O,183
led,_,O,O,183
to,_,O,O,183
the,_,O,O,183
conception,_,O,O,183
of,_,O,O,183
the,_,O,O,183
term,_,O,O,183
',_,O,O,183
lean,_,O,B-THE,183
production,_,O,I-THE,183
',_,O,O,183
.,_,O,O,183
Furthermore,_,O,O,183
",",_,O,O,183
the,_,O,O,183
paper,_,O,O,183
investigates,_,O,O,183
why,_,O,O,183
=-,_,O,O,183
despite,_,O,O,183
the,_,O,O,183
pre-existing,_,O,O,183
knowledge,_,O,O,183
of,_,O,O,183
JIT,_,O,B-THE,183
=-,_,O,O,183
the,_,O,O,183
program,_,O,O,183
was,_,O,O,183
so,_,O,O,183
influential,_,O,O,183
in,_,O,O,183
promoting,_,O,O,183
the,_,O,O,183
lean,_,O,B-THE,183
production,_,O,I-THE,183
concept,_,O,O,183
.,_,O,O,183
Based,_,O,O,183
on,_,O,O,183
iterating,_,O,O,183
series,_,O,O,183
of,_,O,O,183
interviews,_,O,O,183
with,_,O,O,183
the,_,O,O,183
key,_,O,O,183
authors,_,O,O,183
",",_,O,O,183
contributors,_,O,O,183
and,_,O,O,183
researchers,_,O,O,183
of,_,O,O,183
the,_,O,O,183
time,_,O,O,183
",",_,O,O,183
this,_,O,O,183
paper,_,O,O,183
presents,_,O,O,183
an,_,O,O,183
historical,_,O,O,183
account,_,O,O,183
of,_,O,O,183
the,_,O,O,183
research,_,O,O,183
that,_,O,O,183
led,_,O,O,183
to,_,O,O,183
the,_,O,O,183
formulation,_,O,O,183
and,_,O,O,183
dissemination,_,O,O,183
of,_,O,O,183
one,_,O,O,183
of,_,O,O,183
the,_,O,O,183
most,_,O,O,183
influential,_,O,O,183
manufacturing,_,O,O,183
paradigms,_,O,O,183
of,_,O,O,183
recent,_,O,O,183
times,_,O,O,183
.,_,O,O,183
©,_,O,O,183
2006,_,O,O,183
Elsevier,_,O,O,183
B.V,_,O,O,183
.,_,O,O,183
All,_,O,O,183
rights,_,O,O,183
reserved,_,O,O,183
.,_,O,O,183
This,_,O,O,184
paper,_,O,O,184
aims,_,O,O,184
to,_,O,O,184
examine,_,O,O,184
the,_,O,O,184
impact,_,O,O,184
of,_,O,O,184
national,_,O,B-THE,184
cultural,_,O,I-THE,184
values,_,O,I-THE,184
on,_,O,O,184
the,_,O,O,184
relation,_,O,O,184
between,_,O,O,184
auditing,_,O,B-THE,184
and,_,O,O,184
reporting,_,O,B-THE,184
standards,_,O,I-THE,184
and,_,O,O,184
ethical,_,O,B-THE,184
behaviours,_,O,I-THE,184
of,_,O,O,184
firms,_,O,O,184
.,_,O,O,184
Based,_,O,O,184
on,_,O,O,184
a,_,O,O,184
regression,_,O,O,184
analysis,_,O,O,184
using,_,O,O,184
data,_,O,O,184
regarding,_,O,O,184
54,_,O,O,184
countries,_,O,O,184
between,_,O,O,184
the,_,O,O,184
years,_,O,O,184
2007,_,O,O,184
and,_,O,O,184
2012,_,O,O,184
",",_,O,O,184
we,_,O,O,184
found,_,O,O,184
that,_,O,O,184
the,_,O,O,184
impact,_,O,O,184
of,_,O,O,184
the,_,O,O,184
perceived,_,O,B-THE,184
strength,_,O,I-THE,184
of,_,O,O,184
auditing,_,O,B-THE,184
and,_,O,O,184
reporting,_,O,B-THE,184
standards,_,O,I-THE,184
on,_,O,O,184
the,_,O,O,184
perceived,_,O,B-THE,184
ethical,_,O,I-THE,184
behaviours,_,O,I-THE,184
of,_,O,O,184
firms,_,O,O,184
is,_,O,O,184
accentuated,_,O,O,184
when,_,O,O,184
a,_,O,O,184
society,_,O,O,184
is,_,O,O,184
characterized,_,O,O,184
by,_,O,O,184
low,_,O,O,184
power,_,O,B-THE,184
distance,_,O,I-THE,184
and,_,O,O,184
in-group,_,O,B-THE,184
collectivism,_,O,I-THE,184
",",_,O,O,184
and,_,O,O,184
high,_,O,O,184
institutional,_,O,B-THE,184
collectivism,_,O,I-THE,184
",",_,O,O,184
future,_,O,B-THE,184
orientation,_,O,I-THE,184
and,_,O,O,184
uncertainty,_,O,B-THE,184
avoidance,_,O,I-THE,184
.,_,O,O,184
Empirically,_,O,O,184
",",_,O,O,184
the,_,O,O,184
study,_,O,O,184
addresses,_,O,O,184
a,_,O,O,184
gap,_,O,O,184
in,_,O,O,184
the,_,O,O,184
literature,_,O,O,184
by,_,O,O,184
highlighting,_,O,O,184
the,_,O,O,184
influence,_,O,O,184
of,_,O,O,184
national,_,O,B-THE,184
culture,_,O,I-THE,184
on,_,O,O,184
the,_,O,O,184
effectiveness,_,O,O,184
of,_,O,O,184
legal,_,O,B-THE,184
settings,_,O,I-THE,184
and,_,O,O,184
regulations,_,O,O,184
on,_,O,O,184
ethical,_,O,B-THE,184
behaviours,_,O,I-THE,184
.,_,O,O,184
©,_,O,O,184
2015,_,O,O,184
",",_,O,O,184
The,_,O,O,184
Author,_,O,O,184
(,_,O,O,184
s,_,O,O,184
),_,O,O,184
.,_,O,O,184
We,_,O,O,185
use,_,O,O,185
institutional-related,_,O,B-THE,185
theories,_,O,O,185
and,_,O,O,185
a,_,O,O,185
unique,_,O,O,185
natural,_,O,B-THE,185
experiment,_,O,I-THE,185
that,_,O,O,185
enables,_,O,O,185
an,_,O,O,185
exogenous,_,O,O,185
test,_,O,O,185
of,_,O,O,185
the,_,O,O,185
influence,_,O,B-THE,185
of,_,O,I-THE,185
controlling,_,O,I-THE,185
shareholders,_,O,I-THE,185
on,_,O,O,185
managerial,_,O,B-THE,185
accountability,_,O,I-THE,185
to,_,O,O,185
corporate,_,O,B-THE,185
fraud,_,O,I-THE,185
.,_,O,O,185
In,_,O,O,185
China,_,O,B-THE,185
",",_,O,O,185
prior,_,O,O,185
to,_,O,O,185
the,_,O,O,185
Split,_,O,I-THE,185
Share,_,O,I-THE,185
Structure,_,O,I-THE,185
Reform,_,O,I-THE,185
(,_,O,I-THE,185
SSSR,_,O,I-THE,185
),_,O,I-THE,185
",",_,O,O,185
state,_,O,B-THE,185
shareholders,_,O,I-THE,185
held,_,O,O,185
restricted,_,O,B-THE,185
shares,_,O,I-THE,185
that,_,O,O,185
could,_,O,O,185
not,_,O,O,185
be,_,O,O,185
traded,_,O,O,185
.,_,O,O,185
This,_,O,O,185
restriction,_,O,O,185
mitigated,_,O,O,185
state-owned,_,O,B-THE,185
enterprise,_,O,I-THE,185
controlling,_,O,O,185
shareholders,_,O,B-THE,185
’,_,O,O,185
incentives,_,O,O,185
to,_,O,O,185
monitor,_,O,B-THE,185
managers,_,O,I-THE,185
.,_,O,O,185
The,_,O,O,185
data,_,O,O,185
examined,_,O,O,185
show,_,O,O,185
the,_,O,O,185
SSSR,_,O,I-THE,185
strengthens,_,O,O,185
incentives,_,O,O,185
of,_,O,O,185
state-owned,_,O,B-THE,185
enterprise,_,O,I-THE,185
controlling,_,O,I-THE,185
shareholders,_,O,I-THE,185
to,_,O,O,185
replace,_,O,O,185
fraudulent,_,O,B-THE,185
management,_,O,I-THE,185
.,_,O,O,185
Our,_,O,O,185
findings,_,O,O,185
support,_,O,O,185
the,_,O,O,185
view,_,O,O,185
that,_,O,O,185
economic,_,O,B-THE,185
incentives,_,O,I-THE,185
are,_,O,O,185
important,_,O,O,185
to,_,O,O,185
promote,_,O,O,185
